Job Title,Company Name,Job Location,Skills Required,Date Posted
HR Specialist,BSL  BAE Systems Strategic Aerospace Services WLL ,"Doha, Qatar",Full TimeEntry Level · Administration · Human Resources · Training/Instructor · Human Resources (HR) · Recruitment · Personnel · Microsoft Office · HR · Payroll · Interviewing,16 days ago

Associate Coverage & Investment Banking  KSA,Natixis Corporate & Investment Banking ,"Riyadh, Saudi Arabia",Full TimeEntry Level · Accounting/Finance · IT/Software Development · C-Level Executive/GM/Director · finance · accounting · financial analysis · business administration · marketing · banking · investment banking,29 days ago

"Demand & Supply Planning Manager, Middle East",Beiersdorf ,"Dubai, United Arab Emirates",Full TimeExperienced · Logistics/Supply Chain · Analyst/Research · Purchasing/Procurement · Supply Chain · Logistics · Planning · Demand · Demand Planning · Production · Inventory Management,15 days ago

Lead Product Owner,Revolut ,"Dubai, United Arab Emirates",Full TimeManager · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Agile · Software Development · Business Analysis · Engineering · Computer Engineering,21 days ago

AI Developer,Grant Thornton ,"Dubai, United Arab Emirates",Full TimeNot specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Software Development · Information Technology (IT) · Analysis · Computer Science · C++ · Java,7 days ago

Tax | Business Tax | Assistant Manager,Jobs via eFinancialCareers ,"Kuwait City, Kuwait",Full TimeEntry Level · Accounting/Finance · Administration · Analyst/Research · Accounting · Finance · Microsoft Office · Tax · Commerce · ACCA · CPA,6 days ago

Executive Chef,The Ned ,"Doha, Qatar",Full TimeExperienced · Hospitality/Hotels/Food Services · Operations/Management · Analyst/Research · Chef · Hospitality · Hotels · Microsoft Office · Culinary Science · Restaurant Management Software · Kitchen,22 days ago

Revenue Growth Manager,Beiersdorf ,"Dubai, United Arab Emirates",Full TimeExperienced · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Marketing · Social Media · Digital Marketing · SEO · Growth · Growth Hacking · Management,27 days ago

Business Change Manager,DSV  Global Transport and Logistics ,"Riyadh, Saudi Arabia",Full TimeExperienced · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Marketing · Sales Target · Management · Customer Service,19 days ago

Cyber Security,GovCIO ,"Kuwait City, Kuwait",Full TimeEntry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Cyber Security · Engineering · Sales · Networking · Telecommunication,14 days ago

Senior Implementation Specialist  Large Scale Transformation,Boston Consulting Group (BCG) ,"Riyadh, Saudi Arabia",Full TimeExperienced · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Human Resources (HR) · E-marketing · Microsoft Office · Digital Marketing · Media,28 days ago

Implementation Specialist  Transformation,Boston Consulting Group (BCG) ,"Riyadh, Saudi Arabia",Full TimeEntry Level · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software · SQL · Software Implementation · Engineering · Implementation,28 days ago

Demand Planning  P3,Boston Scientific ,"Riyadh, Saudi Arabia",Full TimeExperienced · Logistics/Supply Chain · Analyst/Research · Purchasing/Procurement · Supply Chain · Logistics · Demand · Planning · Demand Planning · Production · Inventory Management,1 month ago

